case_id,stream,method,initial_errors,final_errors,error_reduction,clean_fact_preservation,overrepair_rate,triple_precision,triple_recall,triple_f1,exact_match,repair
finance-323400020ae8,controlled,shacl_context_raw,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-323400020ae8,controlled,shacl_context_gate,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-1c5352baae54,natural,diagnosis_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-1c5352baae54,natural,diagnosis_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-4d5c3e883e7b,natural,diagnosis_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-4d5c3e883e7b,natural,diagnosis_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-3e0d22d382e3,natural,shacl_context_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-3e0d22d382e3,natural,shacl_context_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-131aae4a913e,controlled,diagnosis_raw,3.0,1.0,0.6666666666666666,0.8333333333333334,0.25,1.0,0.8571428571428571,0.923076923076923,0.0,0.5
environment-131aae4a913e,controlled,diagnosis_gate,3.0,1.0,0.6666666666666666,0.8333333333333334,0.25,1.0,0.8571428571428571,0.923076923076923,0.0,0.5
government-38d8e7495369,controlled,base_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-38d8e7495369,controlled,base_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-48ea238a01c0,natural,shacl_context_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-48ea238a01c0,natural,shacl_context_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-3167138e25d4,natural,shacl_context_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-3167138e25d4,natural,shacl_context_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-5201f128f055,controlled,base_raw,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-5201f128f055,controlled,base_gate,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-29ecdbb5e2da,natural,shacl_context_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-29ecdbb5e2da,natural,shacl_context_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-38fd486ef1b7,natural,diagnosis_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-38fd486ef1b7,natural,diagnosis_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-269d6428ec21,natural,shacl_context_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-269d6428ec21,natural,shacl_context_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-5201f128f055,natural,base_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-5201f128f055,natural,base_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-29ecdbb5e2da,natural,diagnosis_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-29ecdbb5e2da,natural,diagnosis_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-320f5d37ee44,controlled,shacl_context_raw,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-320f5d37ee44,controlled,shacl_context_gate,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-1872a3147127,controlled,shacl_context_raw,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-1872a3147127,controlled,shacl_context_gate,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-0599b493f8df,controlled,diagnosis_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-0599b493f8df,controlled,diagnosis_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-269d6428ec21,natural,base_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-269d6428ec21,natural,base_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
government-1e0b7611abe9,natural,shacl_context_raw,4.0,4.0,0.0,1.0,0.5,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,
government-1e0b7611abe9,natural,shacl_context_gate,4.0,4.0,0.0,1.0,0.5,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,
environment-53794df293b9,natural,shacl_context_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-53794df293b9,natural,shacl_context_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
government-0133725f2f34,natural,diagnosis_raw,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,
government-0133725f2f34,natural,diagnosis_gate,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,
finance-39b9d6db8c9e,controlled,diagnosis_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-39b9d6db8c9e,controlled,diagnosis_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-3881a05cffa1,controlled,base_raw,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-3881a05cffa1,controlled,base_gate,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-1b02073ace3b,controlled,shacl_context_raw,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-1b02073ace3b,controlled,shacl_context_gate,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-08f31c70d080,controlled,shacl_context_raw,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-08f31c70d080,controlled,shacl_context_gate,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-3bcd31489d79,controlled,shacl_context_raw,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-3bcd31489d79,controlled,shacl_context_gate,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-0c6bdf88582b,natural,base_raw,1.0,1.0,0.0,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,
environment-0c6bdf88582b,natural,base_gate,1.0,1.0,0.0,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,
finance-181bbc50a53b,controlled,diagnosis_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-181bbc50a53b,controlled,diagnosis_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-0ece511b91b7,natural,shacl_context_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-0ece511b91b7,natural,shacl_context_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
government-28de1bc53024,controlled,base_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-28de1bc53024,controlled,base_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-1c5e4f114bd3,natural,diagnosis_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-1c5e4f114bd3,natural,diagnosis_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-243394657c39,natural,base_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-243394657c39,natural,base_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-0578051bec55,natural,shacl_context_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-0578051bec55,natural,shacl_context_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
government-123148e99b2a,natural,shacl_context_raw,7.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
government-123148e99b2a,natural,shacl_context_gate,7.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-0578051bec55,controlled,base_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-0578051bec55,controlled,base_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-10a48db0d2e7,controlled,diagnosis_raw,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-10a48db0d2e7,controlled,diagnosis_gate,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-320f5d37ee44,natural,diagnosis_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-320f5d37ee44,natural,diagnosis_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-131aae4a913e,natural,base_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-131aae4a913e,natural,base_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
government-3235e3648e32,controlled,diagnosis_raw,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5
government-3235e3648e32,controlled,diagnosis_gate,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5
environment-08f31c70d080,natural,base_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-08f31c70d080,natural,base_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-0c6bdf88582b,natural,shacl_context_raw,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-0c6bdf88582b,natural,shacl_context_gate,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-0578051bec55,controlled,shacl_context_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-0578051bec55,controlled,shacl_context_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-2ff87373f537,controlled,base_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-2ff87373f537,controlled,base_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-0133725f2f34,natural,base_raw,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,
government-0133725f2f34,natural,base_gate,3.0,2.0,0.3333333333333333,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,
finance-11d9ca639481,natural,diagnosis_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-11d9ca639481,natural,diagnosis_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-0578051bec55,natural,diagnosis_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-0578051bec55,natural,diagnosis_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-0258ae926423,natural,shacl_context_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-0258ae926423,natural,shacl_context_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-181bbc50a53b,natural,base_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-181bbc50a53b,natural,base_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
government-1872a3147127,natural,base_raw,4.0,4.0,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,
government-1872a3147127,natural,base_gate,4.0,4.0,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,
government-2fc4dd65e576,controlled,base_raw,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-2fc4dd65e576,controlled,base_gate,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-2ff87373f537,natural,diagnosis_raw,3.0,4.0,-0.3333333333333333,1.0,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,
government-2ff87373f537,natural,diagnosis_gate,3.0,4.0,-0.3333333333333333,1.0,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,
finance-40192c28bd08,natural,base_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-40192c28bd08,natural,base_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
government-123148e99b2a,controlled,diagnosis_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-123148e99b2a,controlled,diagnosis_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-53794df293b9,controlled,shacl_context_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-53794df293b9,controlled,shacl_context_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-396b0d02c4c1,natural,base_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-396b0d02c4c1,natural,base_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-4d5c3e883e7b,natural,shacl_context_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-4d5c3e883e7b,natural,shacl_context_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-1c5352baae54,controlled,base_raw,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5
environment-1c5352baae54,controlled,base_gate,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5
finance-47fc6b850968,natural,shacl_context_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-47fc6b850968,natural,shacl_context_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-0ece511b91b7,natural,diagnosis_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-0ece511b91b7,natural,diagnosis_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-47f0150f2fe7,controlled,base_raw,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-47f0150f2fe7,controlled,base_gate,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-3973dc6cd196,natural,diagnosis_raw,4.0,4.0,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,
government-3973dc6cd196,natural,diagnosis_gate,4.0,4.0,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,
finance-48ea238a01c0,controlled,base_raw,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-48ea238a01c0,controlled,base_gate,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-31f9ee73acbf,controlled,base_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-31f9ee73acbf,controlled,base_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-4d5c3e883e7b,controlled,diagnosis_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-4d5c3e883e7b,controlled,diagnosis_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-243394657c39,controlled,base_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-243394657c39,controlled,base_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-2ae5e35394e4,natural,diagnosis_raw,4.0,4.0,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,
government-2ae5e35394e4,natural,diagnosis_gate,4.0,4.0,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,
environment-114d47ef5968,natural,base_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-114d47ef5968,natural,base_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-3e0d22d382e3,natural,diagnosis_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-3e0d22d382e3,natural,diagnosis_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
government-08f42137d50f,controlled,diagnosis_raw,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-08f42137d50f,controlled,diagnosis_gate,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-5201f128f055,controlled,diagnosis_raw,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-5201f128f055,controlled,diagnosis_gate,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-27ceaef34223,controlled,base_raw,2.0,2.0,0.0,1.0,0.5,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5
government-27ceaef34223,controlled,base_gate,2.0,1.0,0.5,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5
government-28de1bc53024,controlled,shacl_context_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-28de1bc53024,controlled,shacl_context_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-38d8e7495369,controlled,shacl_context_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-38d8e7495369,controlled,shacl_context_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-2ff87373f537,controlled,diagnosis_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-2ff87373f537,controlled,diagnosis_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-0578051bec55,controlled,diagnosis_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-0578051bec55,controlled,diagnosis_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-1d0146f05f63,controlled,diagnosis_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-1d0146f05f63,controlled,diagnosis_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-243394657c39,natural,shacl_context_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-243394657c39,natural,shacl_context_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
government-267561303433,natural,shacl_context_raw,2.0,2.0,0.0,1.0,0.0,1.0,0.7142857142857143,0.8333333333333333,0.0,
government-267561303433,natural,shacl_context_gate,2.0,2.0,0.0,1.0,0.0,1.0,0.7142857142857143,0.8333333333333333,0.0,
finance-181bbc50a53b,natural,diagnosis_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-181bbc50a53b,natural,diagnosis_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-396b0d02c4c1,natural,shacl_context_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-396b0d02c4c1,natural,shacl_context_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-5201f128f055,natural,diagnosis_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-5201f128f055,natural,diagnosis_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-0ece511b91b7,controlled,base_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-0ece511b91b7,controlled,base_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-1d0146f05f63,controlled,base_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-1d0146f05f63,controlled,base_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-269d6428ec21,controlled,shacl_context_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-269d6428ec21,controlled,shacl_context_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-396b0d02c4c1,controlled,shacl_context_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-396b0d02c4c1,controlled,shacl_context_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-0133725f2f34,controlled,base_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-0133725f2f34,controlled,base_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-0cc2a07302ce,natural,base_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-0cc2a07302ce,natural,base_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
government-0133725f2f34,controlled,shacl_context_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-0133725f2f34,controlled,shacl_context_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-2259afc0e111,natural,base_raw,4.0,2.0,0.5,1.0,0.25,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,
government-2259afc0e111,natural,base_gate,4.0,2.0,0.5,1.0,0.25,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,
environment-0c6bdf88582b,controlled,base_raw,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5
environment-0c6bdf88582b,controlled,base_gate,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5
finance-47fc6b850968,natural,base_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-47fc6b850968,natural,base_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
government-267561303433,controlled,shacl_context_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-267561303433,controlled,shacl_context_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-08f31c70d080,controlled,base_raw,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-08f31c70d080,controlled,base_gate,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-2f5191a50246,controlled,diagnosis_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-2f5191a50246,controlled,diagnosis_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-3bcd31489d79,natural,shacl_context_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-3bcd31489d79,natural,shacl_context_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-53794df293b9,controlled,diagnosis_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-53794df293b9,controlled,diagnosis_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-11d9ca639481,natural,base_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-11d9ca639481,natural,base_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-31f9ee73acbf,natural,diagnosis_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-31f9ee73acbf,natural,diagnosis_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-320f5d37ee44,natural,base_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
environment-320f5d37ee44,natural,base_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
government-1b02073ace3b,controlled,diagnosis_raw,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5
government-1b02073ace3b,controlled,diagnosis_gate,4.0,1.0,0.75,1.0,0.0,1.0,0.8571428571428571,0.923076923076923,0.0,0.5
government-3973dc6cd196,natural,base_raw,4.0,4.0,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,
government-3973dc6cd196,natural,base_gate,4.0,4.0,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,
government-2ae5e35394e4,natural,base_raw,4.0,4.0,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,
government-2ae5e35394e4,natural,base_gate,4.0,4.0,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,
finance-1d7bb07a73aa,natural,base_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-1d7bb07a73aa,natural,base_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-0258ae926423,controlled,diagnosis_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-0258ae926423,controlled,diagnosis_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-2fc4dd65e576,controlled,diagnosis_raw,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
government-2fc4dd65e576,controlled,diagnosis_gate,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-29ecdbb5e2da,controlled,base_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-29ecdbb5e2da,controlled,base_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-2fdd1fa18a3a,controlled,base_raw,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
environment-2fdd1fa18a3a,controlled,base_gate,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-0599b493f8df,natural,shacl_context_raw,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-0599b493f8df,natural,shacl_context_gate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
finance-0940112f81b2,controlled,shacl_context_raw,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-0940112f81b2,controlled,shacl_context_gate,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-323400020ae8,controlled,diagnosis_raw,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
finance-323400020ae8,controlled,diagnosis_gate,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
