item_id,method,case_id,operation,triple,occurrence
edit-069,gemma_base_gate,government-2ff87373f537,add,"{""head"": ""Document:government-2ff87373f537:对客运经营者以欺骗、强迫、威胁或者兜圈绕行等不正当手段招揽旅客；无正当理由终止运输、中途更换车辆或者将旅客交他人运送；伪造、倒卖、转让、涂改道路运输证和客运标志牌；因车辆发生故障、事故等原因确需中途更"", ""relation"": ""实施依据"", ""tail"": ""《陕西省道路运输管理条例》（2010年修正）""}",0
edit-070,archived_diagnosis_gate,government-af42e795d1d9,remove,"{""head"": ""Document:government-af42e795d1d9:对直销企业和直销员及其直销活动的监督检查"", ""relation"": ""责任事项"", ""tail"": ""制定方案：应制定监督检查方案，按照检查周期及频次开展检查""}",0
edit-071,archived_simple,government-f75d2fddf269,add,"{""head"": ""Document:government-f75d2fddf269:人力资源服务企业备案"", ""relation"": ""责任事项"", ""tail"": ""送达阶段责任：核发《人力资源服务备案回执书》并公开信息""}",0
edit-072,archived_simple,government-ada4294cd92d,add,"{""head"": ""Document:government-ada4294cd92d:对旅行社委派的导游人员和领队人员未持有国家规定的导游证或者不具备领队条件的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""送达阶段责任""}",0
edit-073,archived_diagnosis_gate,government-2b05bdf976f6,add,"{""head"": ""Document:government-2b05bdf976f6:对违反通过网络社交、网络直播等网络服务开展网络交易活动的网络交易经营者，应当以显著方式展示商品或者服务及其实际经营主体、售后服务等信息，或者上述信息的链接标识；网络直播服务提供者对网络交易活动的直播视"", ""relation"": ""承办机构"", ""tail"": ""综合执法支队""}",0
edit-074,archived_simple,government-2ae5e35394e4,add,"{""head"": ""Document:government-2ae5e35394e4:对特种设备过户使用未进行变更登记，或者特种设备重新安装未进行登记的行政处罚"", ""relation"": ""实施依据"", ""tail"": ""《陕西省特种设备安全监察条例》（2014年修订）第四十条""}",0
edit-075,archived_simple,government-b7c8f18f7b98,add,"{""head"": ""Document:government-b7c8f18f7b98:对生产经营被包装材料、容器、运输工具等污染的食品、食品添加剂；生产经营无标签的预包装食品、食品添加剂或者标签、说明书不符合本法规定的食品、食品添加剂；生产经营转基因食品未按规定进行标示；食品生产经营者"", ""relation"": ""服务事项"", ""tail"": ""对生产经营被包装材料、容器、运输工具等污染的食品、食品添加剂；生产经营无标签的预包装食品、食品添加剂或者标签、说明书不符合本法规定的食品、食品添加剂；生产经营转基因食品未按规定进行标示；食品生产经营者采购或者使用不符合食品安全标准的食品原料、食品添加剂、食品相关产品的；生产经营的食品、食品添加剂的标签、说明书存在瑕疵但不影响食品安全且不会对消费者造成误导的行政处罚""}",0
edit-076,gemma_shacl_context_gate,government-2ff87373f537,add,"{""head"": ""Document:government-2ff87373f537:对客运经营者以欺骗、强迫、威胁或者兜圈绕行等不正当手段招揽旅客；无正当理由终止运输、中途更换车辆或者将旅客交他人运送；伪造、倒卖、转让、涂改道路运输证和客运标志牌；因车辆发生故障、事故等原因确需中途更"", ""relation"": ""责任事项"", ""tail"": ""1.立案阶段责任：发现涉嫌违法的行为予以审查，决定是否立案。 2.调查阶段责任：对立案的案件及时组织调查取证。执法人员不得少于两人，调查时应出示执法证件，保障当事人陈述申辩的权利。 3.审查阶段责任：对案件违法事实、证据、调查取证程序、法律适用、处罚种类和幅度、当事人陈述和申辩权利等方面进行审查。 4.告知阶段责任：作出行政处罚决定前，应制作违法行为通知书，告知当事人违法事实及其享有的陈述申辩及要求听证的权利。 5.决定阶段责任：作出行政处罚决定，制作行政处罚决定书，载明违法事实、行政处罚告知、当事人陈述申辩及听证情况、作出处罚的依据及罚款数额、履行方式、当事人享有的申请行政复议、提起行政诉讼等救济权利内容等。 6.送达阶段责任：依""}",0
edit-077,archived_diagnosis_gate,government-27ceaef34223,add,"{""head"": ""Document:government-27ceaef34223:对民办学校未按照国家统一的会计制度进行会计核算、编制财务会计报告，财务、资产管理混乱，或者违反法律、法规增加收费项目、提高收费标准的处罚"", ""relation"": ""实施依据"", ""tail"": ""《中华人民共和国民办教育促进法》第六十二条""}",0
edit-078,archived_diagnosis_gate,government-eff0fd772bef,add,"{""head"": ""Document:government-eff0fd772bef:对提供的商品或者服务不符合保障人身、财产安全要求的；在商品中掺杂、掺假，以假充真，以次充好，或者以不合格商品冒充合格商品的； 生产国家明令淘汰的商品或者销售失效、变质的商品的；伪造商品的产地，伪造或者"", ""relation"": ""责任事项"", ""tail"": ""1.立案阶段责任：对经核查有证据初步证明存在违反市场监督管理法律、法规、规章的行为，应当立案查处。 2.调查阶段责任：市场监管部门决定立案查处的案件，应指定两名以上具有行政执法资格的办案人员负责调查处理。办案人员应当全面、客观、公正、及时进行案件调查，收集、调取证据，并依照法律、法规、规章的规定进行检查。 3.审查阶段责任：市场监管部门根据调查取证结果，对案件违法事实、依据、调查取证程序、法律适用、处罚种类和幅度、当事人陈述和申辩理由等方面进行审查，提出处理意见。 4.决定阶段责任：调查审查结束后，调查人员应当将调查审查情况及处理意见报市场监督管理部门负责人审批。情节复杂或者重大违法行为在负责人作出行政处罚决定前应当进行法制审核。""}",0
edit-079,archived_simple,government-f75d2fddf269,add,"{""head"": ""Document:government-f75d2fddf269:人力资源服务企业备案"", ""relation"": ""责任事项"", ""tail"": ""受理阶段责任：公示应当提交的材料；一次性告知补正材料；依法受理或不予受理（不予受理应当告知理由）""}",0
edit-080,archived_simple,government-2b05bdf976f6,add,"{""head"": ""Document:government-2b05bdf976f6:对违反通过网络社交、网络直播等网络服务开展网络交易活动的网络交易经营者，应当以显著方式展示商品或者服务及其实际经营主体、售后服务等信息，或者上述信息的链接标识；网络直播服务提供者对网络交易活动的直播视"", ""relation"": ""行驶主体"", ""tail"": ""西安市市场监督管理局""}",0
edit-081,archived_simple,government-a5edaa7050d2,add,"{""head"": ""Document:government-a5edaa7050d2:对使用不符合农业机械安全技术标准的配件维修农业机械，或者拼装、改装农业机械整机，或者承揽维修已经达到报废条件的农业机械的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""审查阶段责任：对案件的违法事实、收集的证据、办案程序、法律适用、处罚种类和幅度、当事人陈述申辩理由等进行审查，提出处理意见""}",0
edit-082,archived_diagnosis_gate,government-2259afc0e111,remove,"{""head"": ""Document:government-2259afc0e111:对政府非税收入政策执行情况的检查"", ""relation"": ""责任事项"", ""tail"": ""制定方案：制定监督工作规划。实施检查：采取专项监督和日常监督相结合的方式。处置：对于监督对象制定或者执行的规定与国家相关规定相抵触的，根据职权予以纠正或者建议有权机关予以纠正，依法对财政违法行为作出处理处罚。移送：对不属于本部门职权范围的事项，应当按照规定程序移送有权机关处理。事后监管：向业务管理机构或专职监督机构反馈监督结果及意见。对监督对象财政违法行为作出的处理、处罚决定及其执行情况，除涉密外的依法进行公开。其他：对于监督人员与监督对象有利害关系的应当回避；对财政违法行为举报人身份信息予以保密。""}",0
edit-083,archived_simple,government-a5edaa7050d2,add,"{""head"": ""Document:government-a5edaa7050d2:对使用不符合农业机械安全技术标准的配件维修农业机械，或者拼装、改装农业机械整机，或者承揽维修已经达到报废条件的农业机械的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""调查阶段责任：对立案的案件，指定专人负责，执法人员不得少于两人，与当事人有直接利害关系的应当回避。调查时出示执法证件，允许当事人辩解陈述；行政机关在收集证据时，在证据可能灭失或者以后难以取得的情况下，经行政机关负责人批准，可以先行登记保存，并应当在7日内及时作出处理决定，在此期间，当事人或者有关人员不得销毁或者转移证据，询问或检查应制作笔录""}",0
edit-084,gemma_diagnosis_gate,government-27ceaef34223,add,"{""head"": ""Document:government-27ceaef34223:对民办学校未按照国家统一的会计制度进行会计核算、编制财务会计报告，财务、资产管理混乱，或者违反法律、法规增加收费项目、提高收费标准的处罚"", ""relation"": ""承办机构"", ""tail"": ""劳动保障监察执法处""}",0
edit-085,archived_diagnosis_gate,government-e9f38f0ecbce,add,"{""head"": ""Document:government-e9f38f0ecbce:对职业健康检查机构未指定主检医师或者指定的主检医师未取得职业病诊断资格；未按要求建立职业健康检查档案；未履行职业健康检查信息报告义务；未按照相关职业健康监护技术规范规定开展工作的处罚"", ""relation"": ""权力类型"", ""tail"": ""行政处罚""}",0
edit-086,gemma_base_gate,government-2b05bdf976f6,add,"{""head"": ""Document:government-2b05bdf976f6:对违反通过网络社交、网络直播等网络服务开展网络交易活动的网络交易经营者，应当以显著方式展示商品或者服务及其实际经营主体、售后服务等信息，或者上述信息的链接标识；网络直播服务提供者对网络交易活动的直播视"", ""relation"": ""行驶主体"", ""tail"": ""西安市市场监督管理局""}",0
edit-087,archived_simple,government-584133fdecce,remove,"{""head"": ""Document:government-584133fdecce:对泄密案件的调查处理"", ""relation"": ""责任事项"", ""tail"": ""制定方案：对公民举报、机关和单位报告、保密检查发现、有关部门移送的涉嫌泄露国家秘密的案件线索进行初查""}",0
edit-088,archived_simple,government-546aaf79e226,add,"{""head"": ""Document:government-546aaf79e226:对向水体排放油类、酸液、碱液的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""执行阶段责任：当事人到期不缴纳罚款的，可以每日按罚款数额的百分之三加处罚款，加处罚款的数额不得超出罚款的数额""}",0
edit-089,gemma_shacl_context_gate,government-1d0146f05f63,remove,"{""head"": ""Document:government-1d0146f05f63:工伤认定"", ""relation"": ""责任事项"", ""tail"": ""受理阶段责任、审查阶段责任、决定阶段责任、送达阶段责任、事后监管阶段责任""}",0
edit-090,archived_simple,government-4e8efca9eb4c,add,"{""head"": ""Document:government-4e8efca9eb4c:对水利领域依法必须进行招标的项目，招标人不按照规定组建评标委员会，或者确定、更换评标委员会成员违反招标投标法和招标投标法实施条例规定行为的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""告知阶段责任：作出行政处罚决定前，应制作《行政处罚告知书》送达当事人，告知违法事实及其享有的陈述权、申辩权、要求听证权、申请行政复议权、提起行政诉讼等权利""}",0
edit-091,archived_diagnosis_gate,government-980dec4afb3d,add,"{""head"": ""Document:government-980dec4afb3d:对广告、画廊、牌匾、标语、霓虹灯、灯箱等破损、污浊或显示不全的；封闭阳台不符合规定的；停车场、点的环境卫生不符合规定的在责令改正期限内拒不改正的代为组织清理"", ""relation"": ""权力类型"", ""tail"": ""行政强制""}",0
edit-092,archived_simple,government-fc2c1b8758a5,add,"{""head"": ""Document:government-fc2c1b8758a5:对违反《陕西省消费者权益保护条例》第二十四条第二款、第三十三条第一项至第十三项、第三十四条规定的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""决定阶段责任：调查审查结束后，调查人员应当将调查审查情况及处理意见报市场监督管理部门负责人审批。情节复杂或者重大违法行为在负责人作出行政处罚决定前应当进行法制审核""}",0
edit-093,archived_simple,government-f75d2fddf269,add,"{""head"": ""Document:government-f75d2fddf269:人力资源服务企业备案"", ""relation"": ""责任事项"", ""tail"": ""审查阶段责任：审核申报机构提交的材料；结合申报材料和审核意见，提出审查意见""}",0
edit-094,archived_simple,government-546aaf79e226,add,"{""head"": ""Document:government-546aaf79e226:对向水体排放油类、酸液、碱液的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""审查阶段责任：作出行政处罚决定前，依法应当进行案件审查，符合法制审核或集体讨论条件的应当及时提交法制审核或集体讨论""}",0
edit-095,archived_diagnosis_gate,government-980dec4afb3d,add,"{""head"": ""Document:government-980dec4afb3d:对广告、画廊、牌匾、标语、霓虹灯、灯箱等破损、污浊或显示不全的；封闭阳台不符合规定的；停车场、点的环境卫生不符合规定的在责令改正期限内拒不改正的代为组织清理"", ""relation"": ""监管电话"", ""tail"": ""02986788409""}",0
edit-096,archived_diagnosis_gate,environment-0c6bdf88582b,add,"{""head"": ""Document:environment-0c6bdf88582b:环境执法处罚：危险废物未按规定贮存"", ""relation"": ""责任事项"", ""tail"": ""违法主体：茅台电镀厂 违法行为：危险废物未按规定贮存 处罚类型：责令改正 处罚金额：5万元 污染物：挥发性有机化合物 处罚日期：2020-11-25 案件编号：环保罚字[2021]257号""}",0
edit-097,archived_simple,government-ada4294cd92d,add,"{""head"": ""Document:government-ada4294cd92d:对旅行社委派的导游人员和领队人员未持有国家规定的导游证或者不具备领队条件的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""告知阶段责任""}",0
edit-098,gemma_shacl_context_gate,government-2b05bdf976f6,add,"{""head"": ""Document:government-2b05bdf976f6:对违反通过网络社交、网络直播等网络服务开展网络交易活动的网络交易经营者，应当以显著方式展示商品或者服务及其实际经营主体、售后服务等信息，或者上述信息的链接标识；网络直播服务提供者对网络交易活动的直播视"", ""relation"": ""实施依据"", ""tail"": ""《网络交易监督管理办法》（国家市场监督管理总局令第37号发布，2021.05.01施行） 第四十五条 网络交易经营者违反本办法第二十条，法律、行政法规有规定的，依照其规定；法律、行政法规没有规定的，由市场监督管理部门责令限期改正；逾期不改正的，处一万元以下罚款。 第二十条 通过网络社交、网络直播等网络服务开展网络交易活动的网络交易经营者，应当以显著方式展示商品或者服务及其实际经营主体、售后服务等信息，或者上述信息的链接标识。 网络直播服务提供者对网络交易活动的直播视频保存时间自直播结束之日起不少于三年。""}",0
edit-099,archived_simple,government-ff34311b9ccd,remove,"{""head"": ""Document:government-ff34311b9ccd:对旅馆未按照规定向公安机关报送外国人住宿登记信息的处罚"", ""relation"": ""责任事项"", ""tail"": ""受案阶段责任、调查阶段责任、审查阶段责任、告知阶段责任""}",0
edit-100,archived_simple,government-980dec4afb3d,add,"{""head"": ""Document:government-980dec4afb3d:对广告、画廊、牌匾、标语、霓虹灯、灯箱等破损、污浊或显示不全的；封闭阳台不符合规定的；停车场、点的环境卫生不符合规定的在责令改正期限内拒不改正的代为组织清理"", ""relation"": ""行驶主体"", ""tail"": ""西安市城市管理和综合执法局""}",0
edit-101,archived_simple,government-8db3107c9690,add,"{""head"": ""Document:government-8db3107c9690:对擅自从事互联网视听节目服务的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""审查阶段责任，审查拟处罚决定内容事实依据，如符合听证条件且当事人提出听证要求。按要求组织听证""}",0
edit-102,archived_simple,government-44de83980361,add,"{""head"": ""Document:government-44de83980361:对擅自在互联网上使用广播电视专有名称开展业务；变更股东、股权结构，或上市融资，或重大资产变动时，未办理审批手续；未建立健全节目运营规范，未采取版权保护措施，或对传播有害内容未履行提示、删除、报告义务；"", ""relation"": ""实施依据"", ""tail"": ""《互联网视听节目服务管理规定》（2007年12月国家广播电影电视总局、信息产业部令第56号发布 根据2015年8月国家新闻出版广电总局令第3号第一次修正）第二十三条""}",0
edit-103,archived_simple,government-2fc4dd65e576,add,"{""head"": ""Document:government-2fc4dd65e576:对鉴定人和鉴定机构违法行为的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""审理责任""}",0
edit-104,archived_simple,government-e9f38f0ecbce,add,"{""head"": ""Document:government-e9f38f0ecbce:对职业健康检查机构未指定主检医师或者指定的主检医师未取得职业病诊断资格；未按要求建立职业健康检查档案；未履行职业健康检查信息报告义务；未按照相关职业健康监护技术规范规定开展工作的处罚"", ""relation"": ""行驶主体"", ""tail"": ""西安市卫生健康委员会""}",0
edit-105,archived_simple,government-db75dcfe1831,add,"{""head"": ""Document:government-db75dcfe1831:对制造、销售和进口非法定计量单位的计量器具行为的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""立案阶段责任：对经核查有证据初步证明存在违反市场监督管理法律、法规、规章的行为，应当立案查处。调查阶段责任：市场监管部门决定立案查处的案件，应指定两名以上具有行政执法资格的办案人员负责调查处理。办案人员应当全面、客观、公正、及时进行案件调查，收集、调取证据，并依照法律、法规、规章的规定进行检查。审查阶段责任：市场监管部门根据调查取证结果，对案件违法事实、依据、调查取证程序、法律适用、处罚种类和幅度、当事人陈述和申辩理由等方面进行审查，提出处理意见。决定阶段责任：调查审查结束后，调查人员应当将调查审查情况及处理意见报市场监督管理部门负责人审批。情节复杂或者重大违法行为在负责人作出行政处罚决定前应当进行法制审核。""}",0
edit-106,gemma_shacl_context_gate,government-1872a3147127,add,"{""head"": ""Document:government-1872a3147127:对通过逃避监管方式排放污染物的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""1、立案阶段责任：行政处罚应当在法定期限内立案""}",0
edit-107,archived_diagnosis_gate,government-ada4294cd92d,remove,"{""head"": ""Document:government-ada4294cd92d:对旅行社委派的导游人员和领队人员未持有国家规定的导游证或者不具备领队条件的行政处罚"", ""relation"": ""实施依据"", ""tail"": ""《旅行社条例》（2009年2月国务院令第550号发布2020年11月国务院令第732号第三次修订）第五十七条""}",0
edit-108,archived_simple,government-1872a3147127,add,"{""head"": ""Document:government-1872a3147127:对通过逃避监管方式排放污染物的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""审查阶段责任：作出行政处罚决定前，依法应当进行案件审查，符合法制审核或集体讨论条件的应当及时提交法制审核或集体讨论""}",0
edit-109,gemma_base_gate,government-123148e99b2a,add,"{""head"": ""Document:government-123148e99b2a:对未按规定配备与其规模相适应的医疗器械质量管理机构或者质量管理人员，或者未按规定建立覆盖质量管理全过程的使用质量管理制度的；未按规定由指定的部门或者人员统一采购医疗器械的；购进、使用未备案的第一类医疗"", ""relation"": ""责任事项"", ""tail"": ""1.立案阶段责任：对经核查有证据初步证明存在违反市场监督管理法律、法规、规章的行为，应当立案查处。 2.调查阶段责任：市场监管部门决定立案查处的案件，应指定两名以上具有行政执法资格的办案人员负责调查处理。办案人员应当全面、客观、公正、及时进行案件调查，收集、调取证据，并依照法律、法规、规章的规定进行检查。 3.审查阶段责任：市场监管部门根据调查取证结果，对案件违法事实、依据、调查取证程序、法律适用、处罚种类和幅度、当事人陈述和申辩理由等方面进行审查，提出处理意见。 4.决定阶段责任：调查审查结束后，调查人员应当将调查审查情况及处理意见报市场监督管理部门负责人审批。情节复杂或者重大违法行为在负责人作出行政处罚决定前应当进行法制审核。""}",0
edit-110,archived_simple,government-28de1bc53024,add,"{""head"": ""Document:government-28de1bc53024:扣押涉案的财物"", ""relation"": ""责任事项"", ""tail"": ""执行阶段责任：实施行政强制措施，制作现场笔录，由当事人或见证人、执法人员签名或盖章确认，向当事人送达行政强制措施决定书""}",0
edit-111,archived_simple,government-3235e3648e32,add,"{""head"": ""Document:government-3235e3648e32:对未取得生鲜乳收购许可证收购生鲜乳的；或生鲜乳收购站取得生鲜乳收购许可证后，不再符合许可条件继续从事生鲜乳收购的；或生鲜乳收购站收购本条例第二十四条规定禁止收购的生鲜乳的行政处罚"", ""relation"": ""承办机构"", ""tail"": ""市农业综合执法支队""}",0
edit-112,archived_diagnosis_gate,government-2259afc0e111,remove,"{""head"": ""Document:government-2259afc0e111:对政府非税收入政策执行情况的检查"", ""relation"": ""实施依据"", ""tail"": ""《政府非税收入管理办法》（财税[2016]33号）第三十四条 各级财政部门应当建立健全非税收入监督管理制度，加强非税收入政策执行情况的监督检查，依法处理非税收入违法违规行为。第三十五条 执收单位应当建立健全内部控制制度，接受财政部门和审计机关的监督检查，如实提供非税收入情况和相关资料。""}",0
edit-113,gemma_shacl_context_gate,government-123148e99b2a,add,"{""head"": ""Document:government-123148e99b2a:对未按规定配备与其规模相适应的医疗器械质量管理机构或者质量管理人员，或者未按规定建立覆盖质量管理全过程的使用质量管理制度的；未按规定由指定的部门或者人员统一采购医疗器械的；购进、使用未备案的第一类医疗"", ""relation"": ""监管电话"", ""tail"": ""029-87823020""}",0
edit-114,gemma_diagnosis_gate,government-27ceaef34223,add,"{""head"": ""Document:government-27ceaef34223:对民办学校未按照国家统一的会计制度进行会计核算、编制财务会计报告，财务、资产管理混乱，或者违反法律、法规增加收费项目、提高收费标准的处罚"", ""relation"": ""权力类型"", ""tail"": ""行政处罚""}",0
edit-115,gemma_shacl_context_gate,government-28de1bc53024,add,"{""head"": ""Document:government-28de1bc53024:扣押涉案的财物"", ""relation"": ""责任事项"", ""tail"": ""1、审查阶段责任：公安机关在检查中发现或者接到举报需对与案件有关的需要作为证据的物品扣押的，应予以审查。""}",0
edit-116,gemma_shacl_context_gate,government-2fc4dd65e576,add,"{""head"": ""Document:government-2fc4dd65e576:对鉴定人和鉴定机构违法行为的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""1.立案责任：通过举报、投诉、巡查（或者其他机关移送的违法案件等），发现涉嫌鉴定机构和司法鉴定人在执业过程中存在的违法违规行为的，予以审查，决定是否立案。 2.调查责任：对立案的案件，指定专人负责，及时组织调查取证，通过搜集证据、现场了解核实情况等进行调查，并制作笔录。与当事人有直接利害关系的应当回避。执法人员不得少于两人，调查时应出示执法证件，允许当事人辩解陈述。认定并告知违法事实，说明处罚依据。执法人员应保守有关秘密。 3.审理责任： 对案件违法事实、证据、调查取证程序、法律适用、处罚种类和幅度、当事人陈述和申辩理由等方面进行审查，提出处理意见。 4.告知责任：作出行政处罚决定前，应制作《行政处罚告知书》送达当事人，告知违法事实""}",0
edit-117,archived_diagnosis_gate,government-0aada7eebec8,remove,"{""head"": ""Document:government-0aada7eebec8:对广告内容违反《中华人民广告法》第八条规定的；广告引证内容违反《中华人民广告法》第十一条规定的；涉及专利的广告违反《中华人民广告法》第十二条规定的；广告贬低其他生产经营者的商品或者服务的；广告经营者、"", ""relation"": ""实施依据"", ""tail"": ""《中华人民共和国广告法》（2021年修订）第五十九条""}",0
edit-118,gemma_diagnosis_gate,government-2fc4dd65e576,remove,"{""head"": ""Document:government-2fc4dd65e576:对鉴定人和鉴定机构违法行为的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""立案责任、调查责任、审理责任、告知责任""}",0
edit-119,archived_simple,government-91a0194e75d5,add,"{""head"": ""Document:government-91a0194e75d5:工伤职工康复鉴定"", ""relation"": ""责任事项"", ""tail"": ""确认阶段责任：组成专家组，由工伤康复专家组提出鉴定意见，市级劳动能力鉴定委员会根据专家组的鉴定意见作出工伤康复结论""}",0
edit-120,archived_simple,government-91a0194e75d5,add,"{""head"": ""Document:government-91a0194e75d5:工伤职工康复鉴定"", ""relation"": ""责任事项"", ""tail"": ""事后监管阶段责任：对已作出的行政确认进行跟踪和监督，对发现的问题及时进行纠正和处理，对违反规定的行为依法追究责任""}",0
edit-121,gemma_base_gate,government-3235e3648e32,add,"{""head"": ""Document:government-3235e3648e32:对未取得生鲜乳收购许可证收购生鲜乳的；或生鲜乳收购站取得生鲜乳收购许可证后，不再符合许可条件继续从事生鲜乳收购的；或生鲜乳收购站收购本条例第二十四条规定禁止收购的生鲜乳的行政处罚"", ""relation"": ""行驶主体"", ""tail"": ""西安市农业农村局（市乡村振兴局）""}",0
edit-122,archived_simple,government-bc56e9dd7d05,add,"{""head"": ""Document:government-bc56e9dd7d05:电子商务、快递、外卖等行业未遵守国家有关禁止、限制使用不可降解塑料袋等一次性塑料制品的规定，或者未按照国家有关规定报告塑料袋等一次性塑料制品的使用情况的处罚"", ""relation"": ""责任事项"", ""tail"": ""立案阶段责任：检查中发现或者接到举报、控告有违法行为，应及时制止，并予以审查，决定是否立案。调查阶段责任：对立案的案件，指定专人负责，与当事人有直接利害关系的应当回避。执法人员不得少于两人，允许当事人辩解陈述，执法人员应保守有关秘密。审查阶段责任：应当对案件违法事实、证据、调查取证程序、法律适用、处罚种类和幅度、当事人陈述和申辩理由等方面进行审查，提出处理意见。告知阶段责任：在做出行政处罚书面告知当事人违法事实及其享有的陈述、申辩、要求听证等权利。决定阶段责任：根据审理情况决定是否予以行政处罚。依法需要给予行政处罚的，应制作建设行政处罚决定书，载明违法事实和证据、处罚依据和内容、申请行政复议或提起行政诉讼""}",0
edit-123,gemma_shacl_context_gate,government-2259afc0e111,add,"{""head"": ""Document:government-2259afc0e111:对政府非税收入政策执行情况的检查"", ""relation"": ""实施依据"", ""tail"": ""《政府非税收入管理办法》（财税[2016]33号） 第三十四条 各级财政部门应当建立健全非税收入监督管理制度，加强非税收入政策执行情况的监督检查，依法处理非税收入违法违规行为。 第三十五条 执收单位应当建立健全内部控制制度，接受财政部门和审计机关的监督检查，如实提供非税收入情况和相关资料。""}",0
edit-124,archived_simple,government-4e8efca9eb4c,add,"{""head"": ""Document:government-4e8efca9eb4c:对水利领域依法必须进行招标的项目，招标人不按照规定组建评标委员会，或者确定、更换评标委员会成员违反招标投标法和招标投标法实施条例规定行为的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""立案阶段责任：发现涉嫌违法的行为予以审查，决定是否立案""}",0
edit-125,archived_simple,government-f8e7519208bb,add,"{""head"": ""Document:government-f8e7519208bb:对用人单位使用有毒物品作业场所未按照规定设置警示标识和中文警示说明；未对职业卫生防护设备、应急救援设施、通讯报警装置进行维护、检修和定期检测，导致上述设施处于不正常状态；未依照本条例的规定进行职业中毒"", ""relation"": ""权力类型"", ""tail"": ""行政处罚""}",0
edit-126,gemma_diagnosis_gate,government-0aada7eebec8,remove,"{""head"": ""Document:government-0aada7eebec8:对广告内容违反《中华人民广告法》第八条规定的；广告引证内容违反《中华人民广告法》第十一条规定的；涉及专利的广告违反《中华人民广告法》第十二条规定的；广告贬低其他生产经营者的商品或者服务的；广告经营者、"", ""relation"": ""行驶主体"", ""tail"": ""西安市市场监督管理局""}",0
edit-127,archived_simple,finance-5179b466c23a,add,"{""head"": ""Document:finance-5179b466c23a:金融监管处罚：未按规定履行客户身份识别义务"", ""relation"": ""行驶主体"", ""tail"": ""中国人民银行""}",0
edit-128,gemma_diagnosis_gate,environment-0c6bdf88582b,add,"{""head"": ""Document:environment-0c6bdf88582b:环境执法处罚：危险废物未按规定贮存"", ""relation"": ""责任事项"", ""tail"": ""违法主体：茅台电镀厂 违法行为：危险废物未按规定贮存 处罚类型：责令改正 处罚金额：5万元 污染物：挥发性有机化合物 处罚日期：2020-11-25 案件编号：环保罚字[2021]257号""}",0
edit-129,archived_diagnosis_gate,government-7e30032da8be,add,"{""head"": ""Document:government-7e30032da8be:对招标人以不合理的条件限制或者排斥潜在投标人的，对潜在投标人实行歧视待遇的，强制要求投标人组成联合体共同投标的，或者限制投标人之间竞争的处罚"", ""relation"": ""责任事项"", ""tail"": ""1、立案责任：发现涉嫌违法的行为予以审查，决定是否立案。 2、调查责任：对立案的案件及时组织调查取证。执法人员不得少于两人，调查时应出示执法证件，保障当事人辩解及陈述的权利。 3、审查责任：对案件违法事实、证据、调查取证程序、法律适用、处罚种类和幅度、当事人陈述和申辩理由等方面进行审查。 4、决定责任：作出行政处罚决定，制作行政处罚决定书，载明行政处罚告知、当事人陈述申辩等内容。 5、告知责任：作出行政处罚决定前，应制作《行政处罚告知书》送达当事人，告知违法事实及其享有的陈述权、申辩权、要求听证权、申请行政复议权、提起行政诉讼等权利。 6、送达责任：依法送达行政处罚决定书。 7、执行责任：依照生效行政处罚决定书执行。""}",0
edit-130,archived_simple,government-2ae5e35394e4,add,"{""head"": ""Document:government-2ae5e35394e4:对特种设备过户使用未进行变更登记，或者特种设备重新安装未进行登记的行政处罚"", ""relation"": ""责任事项"", ""tail"": ""决定阶段责任：调查审查结束后，调查人员应当将调查审查情况及处理意见报市场监督管理部门负责人审批。情节复杂或者重大违法行为在负责人作出行政处罚决定前应当进行法制审核。""}",0
edit-131,archived_diagnosis_gate,government-3e9dd9632fa8,remove,"{""head"": ""Document:government-3e9dd9632fa8:外国人居留许可证核发"", ""relation"": ""责任事项"", ""tail"": ""受理阶段责任、审核阶段责任、审批阶段责任、制证阶段责任、事后监督责任、其他法律法规政策规定应承担的责任""}",0
